month,naics_code,kind_of_business,value
2022-07-01,4481.0,Clothing stores,17218.0
2022-07-01,44812.0,Women's clothing stores,3165.0
2022-07-01,4482.0,Shoe stores,3230.0
2022-07-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8534.0
2022-07-01,452.0,General merchandise stores,71997.0
2022-07-01,4521.0,Department stores,11305.0
2022-07-01,4529.0,Other general merchandise stores,60692.0
2022-07-01,45291.0,Warehouse clubs and superstores,52372.0
2022-07-01,45299.0,All other gen. merchandise stores,8320.0
2022-07-01,453.0,Miscellaneous stores retailers,14382.0
2022-07-01,454.0,Nonstore retailers,103264.0
2022-07-01,4541.0,Electronic shopping and mail order houses,93219.0
2022-07-01,45431.0,Fuel dealers,4094.0
2022-07-01,722.0,Food services and drinking places,82028.0
2022-06-01,441.0,Motor vehicle and parts dealers,125577.0
2022-06-01,4413.0,"Automotive parts, acc., and tire stores",10265.0
2022-06-01,442.0,Furniture and home furnishings stores,11989.0
2022-06-01,443.0,Electronics and appliance stores,7864.0
2022-06-01,444.0,Building mat. and garden equip. and supplies dealers,42581.0
2022-06-01,4441.0,Building mat. and supplies dealers,37127.0
2022-06-01,445.0,Food and beverage stores,79908.0
2022-06-01,4451.0,Grocery stores,71725.0
2022-06-01,4453.0,"Beer, wine and liquor stores",5848.0
2022-06-01,446.0,Health and personal care stores,33736.0
2022-06-01,44611.0,Pharmacies and drug stores,28200.0
2022-06-01,447.0,Gasoline stations,67937.0
2022-06-01,448.0,Clothing and clothing access. stores,25565.0
2022-06-01,4481.0,Clothing stores,17626.0
2022-06-01,44812.0,Women's clothing stores,3286.0
2022-06-01,4482.0,Shoe stores,3382.0
2022-06-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8542.0
2022-06-01,452.0,General merchandise stores,72751.0
2022-06-01,4521.0,Department stores,11400.0
2022-06-01,4529.0,Other general merchandise stores,61351.0
2022-06-01,45291.0,Warehouse clubs and superstores,53014.0
2022-06-01,45299.0,All other gen. merchandise stores,8337.0
2022-06-01,453.0,Miscellaneous stores retailers,14609.0
2022-06-01,454.0,Nonstore retailers,102301.0
2022-06-01,4541.0,Electronic shopping and mail order houses,92074.0
2022-06-01,45431.0,Fuel dealers,4472.0
2022-06-01,722.0,Food services and drinking places,82342.0
2022-05-01,441.0,Motor vehicle and parts dealers,125373.0
2022-05-01,4413.0,"Automotive parts, acc., and tire stores",10317.0
2022-05-01,442.0,Furniture and home furnishings stores,12206.0
2022-05-01,443.0,Electronics and appliance stores,8056.0
2022-05-01,444.0,Building mat. and garden equip. and supplies dealers,42543.0
2022-05-01,4441.0,Building mat. and supplies dealers,37103.0
2022-05-01,445.0,Food and beverage stores,79299.0
2022-05-01,4451.0,Grocery stores,71182.0
2022-05-01,4453.0,"Beer, wine and liquor stores",5770.0
2022-05-01,446.0,Health and personal care stores,33166.0
2022-05-01,44611.0,Pharmacies and drug stores,27736.0
2022-05-01,447.0,Gasoline stations,66679.0
2022-05-01,448.0,Clothing and clothing access. stores,25379.0
2022-05-01,4481.0,Clothing stores,17667.0
2022-05-01,44812.0,Women's clothing stores,3288.0
2022-05-01,4482.0,Shoe stores,3419.0
2022-05-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8523.0
2022-05-01,452.0,General merchandise stores,71773.0
2022-05-01,4521.0,Department stores,11492.0
2022-05-01,4529.0,Other general merchandise stores,60281.0
2022-05-01,45291.0,Warehouse clubs and superstores,51910.0
2022-05-01,45299.0,All other gen. merchandise stores,8371.0
2022-05-01,453.0,Miscellaneous stores retailers,14346.0
2022-05-01,454.0,Nonstore retailers,101939.0
2022-05-01,4541.0,Electronic shopping and mail order houses,91746.0
2022-05-01,45431.0,Fuel dealers,4486.0
2022-05-01,722.0,Food services and drinking places,81758.0
2022-04-01,441.0,Motor vehicle and parts dealers,130876.0
2022-04-01,4413.0,"Automotive parts, acc., and tire stores",10157.0
2022-04-01,442.0,Furniture and home furnishings stores,12383.0
2022-04-01,443.0,Electronics and appliance stores,8459.0
2022-04-01,444.0,Building mat. and garden equip. and supplies dealers,42996.0
2022-04-01,4441.0,Building mat. and supplies dealers,37766.0
2022-04-01,445.0,Food and beverage stores,78537.0
2022-04-01,4451.0,Grocery stores,70380.0
2022-04-01,4453.0,"Beer, wine and liquor stores",5809.0
2022-04-01,446.0,Health and personal care stores,33315.0
2022-04-01,44611.0,Pharmacies and drug stores,27795.0
2022-04-01,447.0,Gasoline stations,63821.0
2022-04-01,448.0,Clothing and clothing access. stores,25882.0
2022-04-01,4481.0,Clothing stores,17769.0
2022-04-01,44812.0,Women's clothing stores,3369.0
2022-04-01,4482.0,Shoe stores,3350.0
2022-04-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8550.0
2022-04-01,452.0,General merchandise stores,71187.0
2022-04-01,4521.0,Department stores,11495.0
2022-04-01,4529.0,Other general merchandise stores,59692.0
2022-04-01,45291.0,Warehouse clubs and superstores,51485.0
2022-04-01,45299.0,All other gen. merchandise stores,8207.0
2022-04-01,453.0,Miscellaneous stores retailers,14476.0
2022-04-01,454.0,Nonstore retailers,101659.0
2022-04-01,4541.0,Electronic shopping and mail order houses,91788.0
2022-04-01,45431.0,Fuel dealers,4090.0
2022-04-01,722.0,Food services and drinking places,81104.0
2022-03-01,441.0,Motor vehicle and parts dealers,128603.0
2022-03-01,4413.0,"Automotive parts, acc., and tire stores",10062.0
2022-03-01,442.0,Furniture and home furnishings stores,12056.0
2022-03-01,443.0,Electronics and appliance stores,8216.0
2022-03-01,444.0,Building mat. and garden equip. and supplies dealers,43113.0
2022-03-01,4441.0,Building mat. and supplies dealers,37771.0
2022-03-01,445.0,Food and beverage stores,78318.0
2022-03-01,4451.0,Grocery stores,70083.0
2022-03-01,4453.0,"Beer, wine and liquor stores",5870.0
2022-03-01,446.0,Health and personal care stores,33011.0
2022-03-01,44611.0,Pharmacies and drug stores,27588.0
2022-03-01,447.0,Gasoline stations,63183.0
2022-03-01,448.0,Clothing and clothing access. stores,25838.0
2022-03-01,4481.0,Clothing stores,17728.0
2022-03-01,44812.0,Women's clothing stores,3488.0
2022-03-01,4482.0,Shoe stores,3324.0
2022-03-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8620.0
2022-03-01,452.0,General merchandise stores,70000.0
2022-03-01,4521.0,Department stores,11378.0
2022-03-01,4529.0,Other general merchandise stores,58622.0
2022-03-01,45291.0,Warehouse clubs and superstores,50545.0
2022-03-01,45299.0,All other gen. merchandise stores,8077.0
2022-03-01,453.0,Miscellaneous stores retailers,14440.0
2022-03-01,454.0,Nonstore retailers,100514.0
2022-03-01,4541.0,Electronic shopping and mail order houses,90798.0
2022-03-01,45431.0,Fuel dealers,3888.0
2022-03-01,722.0,Food services and drinking places,78255.0
2022-02-01,441.0,Motor vehicle and parts dealers,129561.0
2022-02-01,4413.0,"Automotive parts, acc., and tire stores",9988.0
2022-02-01,442.0,Furniture and home furnishings stores,11926.0
2022-02-01,443.0,Electronics and appliance stores,7580.0
2022-02-01,444.0,Building mat. and garden equip. and supplies dealers,42196.0
2022-02-01,4441.0,Building mat. and supplies dealers,36839.0
2022-02-01,445.0,Food and beverage stores,77479.0
2022-02-01,4451.0,Grocery stores,69294.0
2022-02-01,4453.0,"Beer, wine and liquor stores",5887.0
2022-02-01,446.0,Health and personal care stores,32877.0
2022-02-01,44611.0,Pharmacies and drug stores,27532.0
2022-02-01,447.0,Gasoline stations,56028.0
2022-02-01,448.0,Clothing and clothing access. stores,24708.0
2022-02-01,4481.0,Clothing stores,16888.0
2022-02-01,44812.0,Women's clothing stores,3314.0
2022-02-01,4482.0,Shoe stores,3173.0
2022-02-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8545.0
2022-02-01,452.0,General merchandise stores,69414.0
2022-02-01,4521.0,Department stores,11269.0
2022-02-01,4529.0,Other general merchandise stores,58145.0
2022-02-01,45291.0,Warehouse clubs and superstores,50167.0
2022-02-01,45299.0,All other gen. merchandise stores,7978.0
2022-02-01,453.0,Miscellaneous stores retailers,14057.0
2022-02-01,454.0,Nonstore retailers,100238.0
2022-02-01,4541.0,Electronic shopping and mail order houses,90778.0
2022-02-01,45431.0,Fuel dealers,3851.0
2022-02-01,722.0,Food services and drinking places,75913.0
2022-01-01,441.0,Motor vehicle and parts dealers,128830.0
2022-01-01,4413.0,"Automotive parts, acc., and tire stores",10027.0
2022-01-01,442.0,Furniture and home furnishings stores,11808.0
2022-01-01,443.0,Electronics and appliance stores,7454.0
2022-01-01,444.0,Building mat. and garden equip. and supplies dealers,42376.0
2022-01-01,4441.0,Building mat. and supplies dealers,37149.0
2022-01-01,445.0,Food and beverage stores,77429.0
2022-01-01,4451.0,Grocery stores,69283.0
2022-01-01,4453.0,"Beer, wine and liquor stores",5813.0
2022-01-01,446.0,Health and personal care stores,33049.0
2022-01-01,44611.0,Pharmacies and drug stores,27885.0
2022-01-01,447.0,Gasoline stations,53670.0
2022-01-01,448.0,Clothing and clothing access. stores,24050.0
2022-01-01,4481.0,Clothing stores,16593.0
2022-01-01,44812.0,Women's clothing stores,3239.0
2022-01-01,4482.0,Shoe stores,3147.0
2022-01-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8236.0
2022-01-01,452.0,General merchandise stores,68679.0
2022-01-01,4521.0,Department stores,11170.0
2022-01-01,4529.0,Other general merchandise stores,57509.0
2022-01-01,45291.0,Warehouse clubs and superstores,49746.0
2022-01-01,45299.0,All other gen. merchandise stores,7763.0
2022-01-01,453.0,Miscellaneous stores retailers,13919.0
2022-01-01,454.0,Nonstore retailers,101825.0
2022-01-01,4541.0,Electronic shopping and mail order houses,92541.0
2022-01-01,45431.0,Fuel dealers,3557.0
2022-01-01,722.0,Food services and drinking places,72709.0
2021-12-01,441.0,Motor vehicle and parts dealers,121589.0
2021-12-01,4413.0,"Automotive parts, acc., and tire stores",10075.0
2021-12-01,442.0,Furniture and home furnishings stores,11509.0
2021-12-01,443.0,Electronics and appliance stores,7410.0
2021-12-01,444.0,Building mat. and garden equip. and supplies dealers,41298.0
2021-12-01,4441.0,Building mat. and supplies dealers,35906.0
2021-12-01,445.0,Food and beverage stores,76948.0
2021-12-01,4451.0,Grocery stores,68824.0
2021-12-01,4453.0,"Beer, wine and liquor stores",5806.0
2021-12-01,446.0,Health and personal care stores,32866.0
2021-12-01,44611.0,Pharmacies and drug stores,27592.0
2021-12-01,447.0,Gasoline stations,54338.0
2021-12-01,448.0,Clothing and clothing access. stores,24718.0
2021-12-01,4481.0,Clothing stores,16972.0
2021-12-01,44812.0,Women's clothing stores,3220.0
2021-12-01,4482.0,Shoe stores,3237.0
2021-12-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8424.0
2021-12-01,452.0,General merchandise stores,67998.0
2021-12-01,4521.0,Department stores,11177.0
2021-12-01,4529.0,Other general merchandise stores,56821.0
2021-12-01,45291.0,Warehouse clubs and superstores,48783.0
2021-12-01,45299.0,All other gen. merchandise stores,8038.0
2021-12-01,453.0,Miscellaneous stores retailers,14018.0
2021-12-01,454.0,Nonstore retailers,97032.0
2021-12-01,4541.0,Electronic shopping and mail order houses,88605.0
2021-12-01,45431.0,Fuel dealers,2982.0
2021-12-01,722.0,Food services and drinking places,74367.0
2021-11-01,441.0,Motor vehicle and parts dealers,124570.0
2021-11-01,4413.0,"Automotive parts, acc., and tire stores",9716.0
2021-11-01,442.0,Furniture and home furnishings stores,11920.0
2021-11-01,443.0,Electronics and appliance stores,7458.0
2021-11-01,444.0,Building mat. and garden equip. and supplies dealers,41147.0
2021-11-01,4441.0,Building mat. and supplies dealers,35829.0
2021-11-01,445.0,Food and beverage stores,76378.0
2021-11-01,4451.0,Grocery stores,68218.0
2021-11-01,4453.0,"Beer, wine and liquor stores",5840.0
2021-11-01,446.0,Health and personal care stores,32870.0
2021-11-01,44611.0,Pharmacies and drug stores,27450.0
2021-11-01,447.0,Gasoline stations,52934.0
2021-11-01,448.0,Clothing and clothing access. stores,25824.0
2021-11-01,4481.0,Clothing stores,17729.0
2021-11-01,44812.0,Women's clothing stores,3376.0
2021-11-01,4482.0,Shoe stores,3243.0
2021-11-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8666.0
2021-11-01,452.0,General merchandise stores,67820.0
2021-11-01,4521.0,Department stores,11344.0
2021-11-01,4529.0,Other general merchandise stores,56476.0
2021-11-01,45291.0,Warehouse clubs and superstores,48425.0
2021-11-01,45299.0,All other gen. merchandise stores,8051.0
2021-11-01,453.0,Miscellaneous stores retailers,14106.0
2021-11-01,454.0,Nonstore retailers,98482.0
2021-11-01,4541.0,Electronic shopping and mail order houses,89532.0
2021-11-01,45431.0,Fuel dealers,3269.0
2021-11-01,722.0,Food services and drinking places,75600.0
2021-10-01,441.0,Motor vehicle and parts dealers,122184.0
2021-10-01,4413.0,"Automotive parts, acc., and tire stores",9658.0
2021-10-01,442.0,Furniture and home furnishings stores,11996.0
2021-10-01,443.0,Electronics and appliance stores,8349.0
2021-10-01,444.0,Building mat. and garden equip. and supplies dealers,40011.0
2021-10-01,4441.0,Building mat. and supplies dealers,34739.0
2021-10-01,445.0,Food and beverage stores,76140.0
2021-10-01,4451.0,Grocery stores,68142.0
2021-10-01,4453.0,"Beer, wine and liquor stores",5788.0
2021-10-01,446.0,Health and personal care stores,32506.0
2021-10-01,44611.0,Pharmacies and drug stores,27066.0
2021-10-01,447.0,Gasoline stations,51883.0
2021-10-01,448.0,Clothing and clothing access. stores,25248.0
2021-10-01,4481.0,Clothing stores,17328.0
2021-10-01,44812.0,Women's clothing stores,3349.0
2021-10-01,4482.0,Shoe stores,3223.0
2021-10-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8414.0
2021-10-01,452.0,General merchandise stores,67801.0
2021-10-01,4521.0,Department stores,11437.0
2021-10-01,4529.0,Other general merchandise stores,56364.0
2021-10-01,45291.0,Warehouse clubs and superstores,48467.0
2021-10-01,45299.0,All other gen. merchandise stores,7897.0
2021-10-01,453.0,Miscellaneous stores retailers,13951.0
2021-10-01,454.0,Nonstore retailers,97034.0
2021-10-01,4541.0,Electronic shopping and mail order houses,87998.0
2021-10-01,45431.0,Fuel dealers,3236.0
2021-10-01,722.0,Food services and drinking places,75045.0
2021-09-01,441.0,Motor vehicle and parts dealers,119999.0
2021-09-01,4413.0,"Automotive parts, acc., and tire stores",9450.0
2021-09-01,442.0,Furniture and home furnishings stores,11763.0
2021-09-01,443.0,Electronics and appliance stores,7854.0
2021-09-01,444.0,Building mat. and garden equip. and supplies dealers,39307.0
2021-09-01,4441.0,Building mat. and supplies dealers,34177.0
2021-09-01,445.0,Food and beverage stores,75819.0
2021-09-01,4451.0,Grocery stores,67771.0
2021-09-01,4453.0,"Beer, wine and liquor stores",5790.0
2021-09-01,446.0,Health and personal care stores,32676.0
2021-09-01,44611.0,Pharmacies and drug stores,27288.0
2021-09-01,447.0,Gasoline stations,50151.0
2021-09-01,448.0,Clothing and clothing access. stores,25076.0
2021-09-01,4481.0,Clothing stores,17384.0
2021-09-01,44812.0,Women's clothing stores,3418.0
2021-09-01,4482.0,Shoe stores,3224.0
2021-09-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8406.0
2021-09-01,452.0,General merchandise stores,66875.0
2021-09-01,4521.0,Department stores,11283.0
2021-09-01,4529.0,Other general merchandise stores,55592.0
2021-09-01,45291.0,Warehouse clubs and superstores,47835.0
2021-09-01,45299.0,All other gen. merchandise stores,7757.0
2021-09-01,453.0,Miscellaneous stores retailers,13821.0
2021-09-01,454.0,Nonstore retailers,93979.0
2021-09-01,4541.0,Electronic shopping and mail order houses,85534.0
2021-09-01,45431.0,Fuel dealers,2997.0
2021-09-01,722.0,Food services and drinking places,74803.0
2021-08-01,441.0,Motor vehicle and parts dealers,118938.0
2021-08-01,4413.0,"Automotive parts, acc., and tire stores",9493.0
2021-08-01,442.0,Furniture and home furnishings stores,11738.0
2021-08-01,443.0,Electronics and appliance stores,7962.0
2021-08-01,444.0,Building mat. and garden equip. and supplies dealers,39041.0
2021-08-01,4441.0,Building mat. and supplies dealers,33684.0
2021-08-01,445.0,Food and beverage stores,75605.0
2021-08-01,4451.0,Grocery stores,67509.0
2021-08-01,4453.0,"Beer, wine and liquor stores",5804.0
2021-08-01,446.0,Health and personal care stores,32981.0
2021-08-01,44611.0,Pharmacies and drug stores,27515.0
2021-08-01,447.0,Gasoline stations,48620.0
2021-08-01,448.0,Clothing and clothing access. stores,24677.0
2021-08-01,4481.0,Clothing stores,17197.0
2021-08-01,44812.0,Women's clothing stores,3409.0
2021-08-01,4482.0,Shoe stores,3106.0
2021-08-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8451.0
2021-08-01,452.0,General merchandise stores,66738.0
2021-08-01,4521.0,Department stores,11245.0
2021-08-01,4529.0,Other general merchandise stores,55493.0
2021-08-01,45291.0,Warehouse clubs and superstores,47725.0
2021-08-01,45299.0,All other gen. merchandise stores,7768.0
2021-08-01,453.0,Miscellaneous stores retailers,13644.0
2021-08-01,454.0,Nonstore retailers,93745.0
2021-08-01,4541.0,Electronic shopping and mail order houses,85459.0
2021-08-01,45431.0,Fuel dealers,2911.0
2021-08-01,722.0,Food services and drinking places,74752.0
2021-07-01,441.0,Motor vehicle and parts dealers,122077.0
2021-07-01,4413.0,"Automotive parts, acc., and tire stores",9457.0
2021-07-01,442.0,Furniture and home furnishings stores,11775.0
2021-07-01,443.0,Electronics and appliance stores,8270.0
2021-07-01,444.0,Building mat. and garden equip. and supplies dealers,39109.0
2021-07-01,4441.0,Building mat. and supplies dealers,33930.0
2021-07-01,445.0,Food and beverage stores,73879.0
2021-07-01,4451.0,Grocery stores,65850.0
2021-07-01,4453.0,"Beer, wine and liquor stores",5733.0
2021-07-01,446.0,Health and personal care stores,32678.0
2021-07-01,44611.0,Pharmacies and drug stores,27174.0
2021-07-01,447.0,Gasoline stations,47502.0
2021-07-01,448.0,Clothing and clothing access. stores,25152.0
2021-07-01,4481.0,Clothing stores,17588.0
2021-07-01,44812.0,Women's clothing stores,3526.0
2021-07-01,4482.0,Shoe stores,3247.0
2021-07-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8434.0
2021-07-01,452.0,General merchandise stores,66217.0
2021-07-01,4521.0,Department stores,11286.0
2021-07-01,4529.0,Other general merchandise stores,54931.0
2021-07-01,45291.0,Warehouse clubs and superstores,47243.0
2021-07-01,45299.0,All other gen. merchandise stores,7688.0
2021-07-01,453.0,Miscellaneous stores retailers,13496.0
2021-07-01,454.0,Nonstore retailers,89228.0
2021-07-01,4541.0,Electronic shopping and mail order houses,80618.0
2021-07-01,45431.0,Fuel dealers,3035.0
2021-07-01,722.0,Food services and drinking places,74830.0
2021-06-01,441.0,Motor vehicle and parts dealers,126502.0
2021-06-01,4413.0,"Automotive parts, acc., and tire stores",9380.0
2021-06-01,442.0,Furniture and home furnishings stores,11706.0
2021-06-01,443.0,Electronics and appliance stores,8410.0
2021-06-01,444.0,Building mat. and garden equip. and supplies dealers,39911.0
2021-06-01,4441.0,Building mat. and supplies dealers,34674.0
2021-06-01,445.0,Food and beverage stores,74046.0
2021-06-01,4451.0,Grocery stores,65814.0
2021-06-01,4453.0,"Beer, wine and liquor stores",5922.0
2021-06-01,446.0,Health and personal care stores,32826.0
2021-06-01,44611.0,Pharmacies and drug stores,27438.0
2021-06-01,447.0,Gasoline stations,46655.0
2021-06-01,448.0,Clothing and clothing access. stores,25868.0
2021-06-01,4481.0,Clothing stores,17997.0
2021-06-01,44812.0,Women's clothing stores,3565.0
2021-06-01,4482.0,Shoe stores,3597.0
2021-06-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8656.0
2021-06-01,452.0,General merchandise stores,66184.0
2021-06-01,4521.0,Department stores,11500.0
2021-06-01,4529.0,Other general merchandise stores,54684.0
2021-06-01,45291.0,Warehouse clubs and superstores,46965.0
2021-06-01,45299.0,All other gen. merchandise stores,7719.0
2021-06-01,453.0,Miscellaneous stores retailers,13346.0
2021-06-01,454.0,Nonstore retailers,94583.0
2021-06-01,4541.0,Electronic shopping and mail order houses,86070.0
2021-06-01,45431.0,Fuel dealers,3013.0
2021-06-01,722.0,Food services and drinking places,73432.0
2021-05-01,441.0,Motor vehicle and parts dealers,130237.0
2021-05-01,4413.0,"Automotive parts, acc., and tire stores",9345.0
2021-05-01,442.0,Furniture and home furnishings stores,11822.0
2021-05-01,443.0,Electronics and appliance stores,8088.0
2021-05-01,444.0,Building mat. and garden equip. and supplies dealers,40385.0
2021-05-01,4441.0,Building mat. and supplies dealers,35213.0
2021-05-01,445.0,Food and beverage stores,73368.0
2021-05-01,4451.0,Grocery stores,65195.0
2021-05-01,4453.0,"Beer, wine and liquor stores",5908.0
2021-05-01,446.0,Health and personal care stores,31795.0
2021-05-01,44611.0,Pharmacies and drug stores,26491.0
2021-05-01,447.0,Gasoline stations,45585.0
2021-05-01,448.0,Clothing and clothing access. stores,24875.0
2021-05-01,4481.0,Clothing stores,17092.0
2021-05-01,44812.0,Women's clothing stores,3248.0
2021-05-01,4482.0,Shoe stores,3565.0
2021-05-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8732.0
2021-05-01,452.0,General merchandise stores,66479.0
2021-05-01,4521.0,Department stores,11300.0
2021-05-01,4529.0,Other general merchandise stores,55179.0
2021-05-01,45291.0,Warehouse clubs and superstores,47261.0
2021-05-01,45299.0,All other gen. merchandise stores,7918.0
2021-05-01,453.0,Miscellaneous stores retailers,12641.0
2021-05-01,454.0,Nonstore retailers,91282.0
2021-05-01,4541.0,Electronic shopping and mail order houses,82720.0
2021-05-01,45431.0,Fuel dealers,2864.0
2021-05-01,722.0,Food services and drinking places,70254.0
2021-04-01,441.0,Motor vehicle and parts dealers,133910.0
2021-04-01,4413.0,"Automotive parts, acc., and tire stores",9656.0
2021-04-01,442.0,Furniture and home furnishings stores,12005.0
2021-04-01,443.0,Electronics and appliance stores,8255.0
2021-04-01,444.0,Building mat. and garden equip. and supplies dealers,42189.0
2021-04-01,4441.0,Building mat. and supplies dealers,36762.0
2021-04-01,445.0,Food and beverage stores,72826.0
2021-04-01,4451.0,Grocery stores,64604.0
2021-04-01,4453.0,"Beer, wine and liquor stores",5960.0
2021-04-01,446.0,Health and personal care stores,32394.0
2021-04-01,44611.0,Pharmacies and drug stores,27124.0
2021-04-01,447.0,Gasoline stations,45214.0
2021-04-01,448.0,Clothing and clothing access. stores,24274.0
2021-04-01,4481.0,Clothing stores,16727.0
2021-04-01,44811.0,Men's clothing stores,641.0
2021-04-01,44812.0,Women's clothing stores,3195.0
2021-04-01,4482.0,Shoe stores,3515.0
2021-04-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",9013.0
2021-04-01,452.0,General merchandise stores,67371.0
2021-04-01,4521.0,Department stores,11129.0
2021-04-01,4529.0,Other general merchandise stores,56242.0
2021-04-01,45291.0,Warehouse clubs and superstores,48097.0
2021-04-01,45299.0,All other gen. merchandise stores,8145.0
2021-04-01,453.0,Miscellaneous stores retailers,13288.0
2021-04-01,454.0,Nonstore retailers,93681.0
2021-04-01,4541.0,Electronic shopping and mail order houses,84796.0
2021-04-01,45431.0,Fuel dealers,2794.0
2021-04-01,722.0,Food services and drinking places,68285.0
2021-03-01,441.0,Motor vehicle and parts dealers,130568.0
2021-03-01,4413.0,"Automotive parts, acc., and tire stores",9703.0
2021-03-01,442.0,Furniture and home furnishings stores,11949.0
2021-03-01,443.0,Electronics and appliance stores,8190.0
2021-03-01,444.0,Building mat. and garden equip. and supplies dealers,42276.0
2021-03-01,4441.0,Building mat. and supplies dealers,36505.0
2021-03-01,445.0,Food and beverage stores,72199.0
2021-03-01,4451.0,Grocery stores,64006.0
2021-03-01,4453.0,"Beer, wine and liquor stores",5979.0
2021-03-01,446.0,Health and personal care stores,32527.0
2021-03-01,44611.0,Pharmacies and drug stores,27139.0
2021-03-01,447.0,Gasoline stations,46437.0
2021-03-01,448.0,Clothing and clothing access. stores,24261.0
2021-03-01,4481.0,Clothing stores,16601.0
2021-03-01,44811.0,Men's clothing stores,632.0
2021-03-01,44812.0,Women's clothing stores,3159.0
2021-03-01,4482.0,Shoe stores,3532.0
2021-03-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",9207.0
2021-03-01,452.0,General merchandise stores,66483.0
2021-03-01,4521.0,Department stores,11232.0
2021-03-01,4529.0,Other general merchandise stores,55251.0
2021-03-01,45291.0,Warehouse clubs and superstores,47061.0
2021-03-01,45299.0,All other gen. merchandise stores,8190.0
2021-03-01,453.0,Miscellaneous stores retailers,13302.0
2021-03-01,454.0,Nonstore retailers,93564.0
2021-03-01,4541.0,Electronic shopping and mail order houses,85097.0
2021-03-01,45431.0,Fuel dealers,2841.0
2021-03-01,722.0,Food services and drinking places,65385.0
2021-02-01,441.0,Motor vehicle and parts dealers,110697.0
2021-02-01,4413.0,"Automotive parts, acc., and tire stores",8458.0
2021-02-01,442.0,Furniture and home furnishings stores,11152.0
2021-02-01,443.0,Electronics and appliance stores,6982.0
2021-02-01,444.0,Building mat. and garden equip. and supplies dealers,36956.0
2021-02-01,4441.0,Building mat. and supplies dealers,31809.0
2021-02-01,445.0,Food and beverage stores,71740.0
2021-02-01,4451.0,Grocery stores,63821.0
2021-02-01,4453.0,"Beer, wine and liquor stores",5807.0
2021-02-01,446.0,Health and personal care stores,30005.0
2021-02-01,44611.0,Pharmacies and drug stores,25192.0
2021-02-01,447.0,Gasoline stations,41744.0
2021-02-01,448.0,Clothing and clothing access. stores,19869.0
2021-02-01,4481.0,Clothing stores,13730.0
2021-02-01,44811.0,Men's clothing stores,493.0
2021-02-01,44812.0,Women's clothing stores,2730.0
2021-02-01,4482.0,Shoe stores,2629.0
2021-02-01,44831.0,Jewelry stores,3258.0
2021-02-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",7602.0
2021-02-01,452.0,General merchandise stores,61821.0
2021-02-01,4521.0,Department stores,9849.0
2021-02-01,4529.0,Other general merchandise stores,51972.0
2021-02-01,45291.0,Warehouse clubs and superstores,44589.0
2021-02-01,45299.0,All other gen. merchandise stores,7383.0
2021-02-01,453.0,Miscellaneous stores retailers,11918.0
2021-02-01,454.0,Nonstore retailers,87714.0
2021-02-01,4541.0,Electronic shopping and mail order houses,79214.0
2021-02-01,45431.0,Fuel dealers,3116.0
2021-02-01,722.0,Food services and drinking places,57289.0
2021-01-01,441.0,Motor vehicle and parts dealers,114276.0
2021-01-01,4413.0,"Automotive parts, acc., and tire stores",8585.0
2021-01-01,442.0,Furniture and home furnishings stores,11790.0
2021-01-01,443.0,Electronics and appliance stores,7286.0
2021-01-01,444.0,Building mat. and garden equip. and supplies dealers,38691.0
2021-01-01,4441.0,Building mat. and supplies dealers,33460.0
2021-01-01,445.0,Food and beverage stores,71487.0
2021-01-01,4451.0,Grocery stores,63472.0
2021-01-01,4453.0,"Beer, wine and liquor stores",5900.0
2021-01-01,446.0,Health and personal care stores,30204.0
2021-01-01,44611.0,Pharmacies and drug stores,25239.0
2021-01-01,447.0,Gasoline stations,40944.0
2021-01-01,448.0,Clothing and clothing access. stores,20888.0
2021-01-01,4481.0,Clothing stores,14213.0
2021-01-01,44811.0,Men's clothing stores,489.0
2021-01-01,44812.0,Women's clothing stores,2947.0
2021-01-01,4482.0,Shoe stores,3224.0
2021-01-01,44831.0,Jewelry stores,3199.0
2021-01-01,451.0,"Sporting goods, hobby, musical instrument, and book stores",8436.0
2021-01-01,452.0,General merchandise stores,65060.0
2021-01-01,4521.0,Department stores,10442.0
2021-01-01,4529.0,Other general merchandise stores,54618.0
2021-01-01,45291.0,Warehouse clubs and superstores,46861.0
2021-01-01,45299.0,All other gen. merchandise stores,7757.0
2021-01-01,453.0,Miscellaneous stores retailers,12148.0
